ID_Transaccion,Categoria_Producto,Precio_Unitario,Cantidad,Descuento_Aplicado,Tiempo_En_Web_Minutos,Distancia_Envio_Km,Costo_Envio,Total_Compra
4311,Postres Individuales,14540.0,1,0.05,9.1,12.0,21000.0,36293.0
4312,Panaderia Artesanal,78923.0,13,0.05,15.6,0.9,4350.0,980128.0
4313,Bebidas,11214.0,6,0.15,32.7,9.8,17700.0,74968.0
4314,Panaderia Artesanal,79401.0,2,0.1,29.5,5.4,11100.0,156426.0
4315,Bebidas,61571.0,12,0.1,19.5,11.0,19500.0,683621.0
4316,Galletas y Brownies,31377.0,9,0.15,42.3,2.2,6300.0,245805.0
4317,Panaderia Artesanal,36260.0,5,0.05,35.2,5.3,10950.0,183420.0
4318,Bebidas,64265.0,5,0.1,13.2,0.7,4050.0,294194.0
4319,Panaderia Artesanal,53118.0,13,0.0,21.7,3.9,8850.0,696515.0
4320,Panaderia Artesanal,58731.0,10,0.1,39.7,7.5,14250.0,544555.0
4321,Bebidas,36133.0,8,0.0,2.5,3.1,7650.0,295795.0
4322,Bebidas,44025.0,6,0.15,26.8,9.2,16800.0,242308.0
4323,Tortas Personalizadas,84189.0,3,0.0,11.6,2.2,6300.0,257708.0
4324,Panaderia Artesanal,22114.0,9,0.0,4.3,11.3,19950.0,220987.0
4325,Postres Individuales,38428.0,10,0.0,41.2,13.9,23850.0,409676.0
4326,Panaderia Artesanal,28346.0,4,0.0,37.0,6.1,12150.0,127091.0
4327,Panaderia Artesanal,66209.0,10,0.0,9.6,8.2,15300.0,678054.0
4328,Bebidas,66121.0,4,0.05,37.9,7.6,14400.0,265377.0
4329,Panaderia Artesanal,28396.0,12,0.15,7.9,11.9,20850.0,307938.0
4330,Panaderia Artesanal,11511.0,13,0.0,22.2,14.9,25350.0,175074.0
4331,Postres Individuales,5915.0,2,0.0,33.1,11.2,19800.0,33363.0
4332,Bebidas,39196.0,3,0.1,24.7,3.6,8400.0,115430.0
4333,Panaderia Artesanal,37827.0,4,0.0,38.5,10.6,18900.0,169097.0
4334,Galletas y Brownies,84071.0,7,0.15,28.3,9.4,17100.0,521933.0
4335,Tortas Personalizadas,42584.0,13,0.0,20.3,3.5,8250.0,563430.0
4336,Postres Individuales,25513.0,3,0.05,41.7,4.0,9000.0,80587.0
4337,Panaderia Artesanal,76298.0,8,0.0,3.1,10.0,18000.0,627508.0
4338,Galletas y Brownies,44285.0,8,0.0,22.7,12.2,21300.0,374025.0
4339,Panaderia Artesanal,52934.0,10,0.1,30.2,11.6,20400.0,496604.0
4340,Panaderia Artesanal,12653.0,11,0.0,37.9,9.3,16950.0,158500.0
4341,Bebidas,35633.0,2,0.2,25.0,14.1,24150.0,81839.0
4342,Bebidas,80538.0,4,0.05,40.0,11.1,19650.0,328180.0
4343,Bebidas,52160.0,8,0.1,20.0,8.4,15600.0,393526.0
4344,Galletas y Brownies,32560.0,1,0.2,15.3,12.3,21450.0,49558.0
4345,Panaderia Artesanal,55053.0,1,0.0,43.9,4.7,10050.0,67639.0
4346,Tortas Personalizadas,77833.0,14,0.1,30.5,4.3,9450.0,990138.0
4347,Postres Individuales,26919.0,14,0.0,20.0,14.6,24900.0,402026.0
4348,Bebidas,45409.0,4,0.05,39.7,14.3,24450.0,194937.0
4349,Bebidas,81695.0,11,0.1,31.2,13.3,22950.0,832617.0
4350,Panaderia Artesanal,18792.0,2,0.0,29.3,3.6,8400.0,46343.0
4351,Panaderia Artesanal,62573.0,1,0.0,33.2,9.0,16500.0,82071.0
4352,Galletas y Brownies,54158.0,8,0.05,33.6,8.3,15450.0,426517.0
4353,Galletas y Brownies,59374.0,2,0.15,22.9,3.4,8100.0,107492.0
4354,Bebidas,33098.0,4,0.15,19.7,7.0,13500.0,123856.0
4355,Panaderia Artesanal,30110.0,3,0.1,41.1,7.2,13800.0,97174.0
4356,Tortas Personalizadas,59737.0,2,0.0,23.1,4.0,9000.0,128745.0
4357,Postres Individuales,22243.0,8,0.15,10.9,14.3,24450.0,175252.0
4358,Panaderia Artesanal,38572.0,3,0.15,24.2,7.6,14400.0,113112.0
4359,Panaderia Artesanal,20054.0,9,0.0,3.0,8.1,15150.0,193735.0
4360,Galletas y Brownies,5664.0,10,0.0,33.0,9.2,16800.0,71474.0
4361,Postres Individuales,82605.0,5,0.15,7.0,13.4,23100.0,376766.0
4362,Bebidas,39536.0,9,0.15,6.4,8.2,15300.0,318042.0
4363,Panaderia Artesanal,82548.0,3,0.0,42.7,8.3,15450.0,263715.0
4364,Bebidas,16226.0,12,0.2,35.1,4.0,9000.0,164782.0
4365,Panaderia Artesanal,51989.0,5,0.05,19.5,9.2,16800.0,262800.0
4366,Bebidas,21078.0,14,0.2,11.9,6.0,12000.0,247125.0
4367,Postres Individuales,68206.0,10,0.0,38.2,9.9,17850.0,698360.0
4368,Galletas y Brownies,67696.0,6,0.05,43.6,4.9,10350.0,397927.0
4369,Postres Individuales,14009.0,9,0.0,23.6,10.9,19350.0,146146.0
4370,Tortas Personalizadas,77965.0,8,0.15,26.7,9.5,17250.0,546609.0
4371,Galletas y Brownies,20570.0,2,0.0,12.1,7.4,14100.0,56347.0
4372,Postres Individuales,54038.0,2,0.1,27.1,1.9,5850.0,101900.0
4373,Tortas Personalizadas,83851.0,13,0.0,18.9,9.6,17400.0,1108996.0
4374,Panaderia Artesanal,75592.0,5,0.1,38.3,13.0,22500.0,361406.0
4375,Panaderia Artesanal,81525.0,5,0.0,17.9,3.0,7500.0,415357.0
4376,Bebidas,32408.0,5,0.0,29.7,1.7,5550.0,166573.0
4377,Galletas y Brownies,13446.0,4,0.0,10.4,1.1,4650.0,60651.0
4378,Panaderia Artesanal,20068.0,8,0.0,5.4,1.0,4500.0,167213.0
4379,Galletas y Brownies,45040.0,11,0.1,3.3,12.7,22050.0,469042.0
4380,Panaderia Artesanal,68458.0,5,0.0,19.6,11.1,19650.0,361829.0
4381,Bebidas,17012.0,1,0.0,8.6,3.4,8100.0,24399.0
4382,Postres Individuales,57779.0,10,0.0,44.7,13.8,23700.0,601812.0
4383,Bebidas,30886.0,14,0.05,36.2,2.5,6750.0,416482.0
4384,Tortas Personalizadas,32296.0,5,0.0,31.7,5.9,11850.0,174665.0
4385,Panaderia Artesanal,57953.0,1,0.0,36.4,7.1,13650.0,71309.0
4386,Tortas Personalizadas,42360.0,4,0.05,12.9,1.6,5400.0,166517.0
4387,Tortas Personalizadas,69963.0,1,0.05,39.7,5.5,11250.0,78088.0
4388,Galletas y Brownies,17473.0,6,0.05,44.8,2.0,6000.0,107921.0
4389,Panaderia Artesanal,68196.0,6,0.0,14.1,12.0,21000.0,430105.0
4390,Tortas Personalizadas,10139.0,1,0.0,44.3,1.2,4800.0,17650.0
4391,Postres Individuales,20524.0,12,0.1,15.4,0.7,4050.0,227010.0
4392,Tortas Personalizadas,57492.0,8,0.15,2.0,11.1,19650.0,411888.0
4393,Postres Individuales,73394.0,14,0.05,17.5,11.8,20700.0,995920.0
4394,Galletas y Brownies,25214.0,4,0.0,44.9,7.7,14550.0,113614.0
4395,Tortas Personalizadas,31175.0,2,0.05,29.1,5.1,10650.0,70020.0
4396,Bebidas,47970.0,13,0.15,31.8,3.9,8850.0,537326.0
4397,Galletas y Brownies,21926.0,14,0.05,11.9,2.2,6300.0,295228.0
4398,Postres Individuales,69893.0,1,0.15,7.8,7.5,14250.0,72959.0
4399,Galletas y Brownies,66891.0,11,0.0,40.0,7.6,14400.0,747770.0
4400,Tortas Personalizadas,16623.0,3,0.1,19.5,7.1,13650.0,59996.0
4401,Panaderia Artesanal,42106.0,7,0.05,1.7,11.8,20700.0,299010.0
4402,Panaderia Artesanal,66986.0,10,0.05,14.3,1.9,5850.0,639749.0
4403,Postres Individuales,31986.0,11,0.05,10.0,10.2,18300.0,351733.0
4404,Postres Individuales,55649.0,10,0.05,27.8,6.3,12450.0,541999.0
4405,Panaderia Artesanal,9017.0,8,0.1,34.4,4.0,9000.0,73272.0
4406,Postres Individuales,53695.0,5,0.15,23.1,10.4,18600.0,248033.0
4407,Galletas y Brownies,17212.0,7,0.0,9.6,3.4,8100.0,129535.0
4408,Bebidas,71447.0,2,0.05,4.0,3.8,8700.0,144923.0
4409,Bebidas,33436.0,12,0.15,15.1,15.0,25500.0,365612.0
4410,Galletas y Brownies,27524.0,12,0.0,36.6,13.4,23100.0,354038.0
4411,Bebidas,72271.0,4,0.0,19.7,10.6,18900.0,304369.0
4412,Tortas Personalizadas,9012.0,6,0.0,12.5,5.1,10650.0,64555.0
4413,Galletas y Brownies,36729.0,12,0.0,2.4,8.3,15450.0,457954.0
4414,Postres Individuales,34600.0,12,0.15,23.1,2.3,6450.0,358430.0
4415,Galletas y Brownies,27784.0,12,0.0,31.3,5.3,10950.0,344850.0
4416,Panaderia Artesanal,77940.0,12,0.05,9.8,1.5,5250.0,891034.0
4417,Postres Individuales,65074.0,14,0.0,24.9,9.3,16950.0,929094.0
4418,Panaderia Artesanal,10114.0,12,0.0,19.8,12.9,22350.0,143258.0
4419,Postres Individuales,62175.0,12,0.15,32.1,12.2,21300.0,655006.0
4420,Bebidas,47184.0,5,0.05,38.9,12.9,22350.0,245965.0
4421,Galletas y Brownies,77069.0,6,0.0,14.9,3.0,7500.0,470351.0
4422,Tortas Personalizadas,30036.0,12,0.2,40.9,9.9,17850.0,305537.0
4423,Postres Individuales,50933.0,2,0.0,32.3,14.4,24600.0,126647.0
4424,Postres Individuales,45060.0,7,0.0,3.1,11.9,20850.0,334417.0
4425,Panaderia Artesanal,44165.0,8,0.05,35.9,0.5,3750.0,338770.0
4426,Bebidas,41488.0,13,0.0,23.0,13.3,22950.0,562734.0
4427,Panaderia Artesanal,21450.0,14,0.05,42.6,10.7,19050.0,304075.0
4428,Panaderia Artesanal,65457.0,11,0.05,15.6,2.3,6450.0,690995.0
4429,Bebidas,41107.0,9,0.0,27.2,5.1,10650.0,381535.0
4430,Tortas Personalizadas,81681.0,6,0.1,43.1,2.2,6300.0,448295.0
4431,Panaderia Artesanal,25865.0,7,0.0,13.3,11.1,19650.0,201719.0
4432,Panaderia Artesanal,59620.0,13,0.1,22.0,0.6,3900.0,698415.0
4433,Postres Individuales,80257.0,12,0.0,34.2,7.2,13800.0,975127.0
4434,Bebidas,58077.0,13,0.15,31.6,15.0,25500.0,669973.0
4435,Galletas y Brownies,74702.0,1,0.15,38.0,12.8,22200.0,87156.0
4436,Tortas Personalizadas,71198.0,9,0.0,24.1,9.0,16500.0,656693.0
4437,Tortas Personalizadas,33809.0,6,0.15,15.4,10.6,18900.0,192211.0
4438,Bebidas,53010.0,12,0.05,24.8,9.3,16950.0,620369.0
4439,Postres Individuales,17501.0,4,0.1,16.7,12.3,21450.0,85426.0
4440,Postres Individuales,47842.0,10,0.1,9.2,13.3,22950.0,452088.0
4441,Bebidas,23434.0,9,0.0,25.6,11.6,20400.0,231886.0
4442,Postres Individuales,64499.0,12,0.0,3.6,3.1,7650.0,781350.0
4443,Tortas Personalizadas,47245.0,1,0.0,3.1,5.9,11850.0,60212.0
4444,Tortas Personalizadas,37898.0,2,0.0,4.3,11.9,20850.0,100158.0
4445,Galletas y Brownies,26504.0,3,0.0,30.8,12.4,21600.0,101232.0
4446,Bebidas,84896.0,1,0.05,19.2,9.6,17400.0,95221.0
4447,Panaderia Artesanal,10737.0,2,0.0,23.0,10.9,19350.0,41129.0
4448,Panaderia Artesanal,8485.0,2,0.05,16.4,3.0,7500.0,23482.0
4449,Galletas y Brownies,22381.0,7,0.0,12.5,5.9,11850.0,164946.0
4450,Galletas y Brownies,82686.0,10,0.0,17.1,8.3,15450.0,841158.0
4451,Postres Individuales,83339.0,13,0.0,9.9,14.8,25200.0,1109709.0
4452,Galletas y Brownies,57394.0,6,0.1,31.0,12.1,21150.0,332629.0
4453,Galletas y Brownies,75409.0,12,0.15,5.9,3.3,7950.0,778699.0
4454,Panaderia Artesanal,22117.0,9,0.0,24.0,5.6,11400.0,212899.0
4455,Postres Individuales,82763.0,14,0.1,22.2,3.6,8400.0,1050781.0
4456,Galletas y Brownies,16423.0,5,0.15,14.6,2.7,7050.0,75383.0
4457,Galletas y Brownies,13090.0,9,0.2,5.9,2.2,6300.0,98213.0
4458,Postres Individuales,13977.0,14,0.05,32.1,14.5,24750.0,210638.0
4459,Bebidas,50850.0,13,0.0,26.3,13.6,23400.0,683553.0
4460,Postres Individuales,67478.0,12,0.0,36.7,7.5,14250.0,822691.0
4461,Panaderia Artesanal,34333.0,10,0.0,11.7,8.5,15750.0,356604.0
4462,Bebidas,83232.0,14,0.05,35.9,12.7,22050.0,1128459.0
4463,Tortas Personalizadas,39754.0,14,0.0,14.2,9.9,17850.0,573168.0
4464,Postres Individuales,17036.0,9,0.05,6.4,11.1,19650.0,164224.0
4465,Panaderia Artesanal,42277.0,2,0.0,7.4,12.0,21000.0,108173.0
4466,Bebidas,59323.0,12,0.0,11.1,7.5,14250.0,726088.0
4467,Postres Individuales,71578.0,9,0.2,31.2,14.6,24900.0,540020.0
4468,Galletas y Brownies,41701.0,3,0.2,12.1,9.6,17400.0,118693.0
4469,Postres Individuales,52489.0,11,0.1,27.8,9.7,17550.0,536460.0
4470,Tortas Personalizadas,26388.0,3,0.0,12.7,2.5,6750.0,86639.0
4471,Postres Individuales,56673.0,12,0.2,17.4,14.8,25200.0,570283.0
4472,Bebidas,83878.0,11,0.0,40.2,1.5,5250.0,926444.0
4473,Bebidas,8924.0,14,0.1,23.3,14.8,25200.0,137263.0
4474,Postres Individuales,75922.0,9,0.0,27.6,13.7,23550.0,704648.0
4475,Bebidas,49983.0,7,0.05,9.7,12.9,22350.0,353075.0
4476,Galletas y Brownies,25168.0,14,0.1,7.2,10.3,18450.0,334461.0
4477,Postres Individuales,81391.0,11,0.15,19.5,9.3,16950.0,778478.0
4478,Galletas y Brownies,43668.0,8,0.1,38.7,15.0,25500.0,338296.0
4479,Galletas y Brownies,31535.0,7,0.15,12.0,14.6,24900.0,212729.0
4480,Panaderia Artesanal,19520.0,9,0.05,28.5,12.3,21450.0,187918.0
4481,Postres Individuales,24556.0,8,0.05,39.4,1.8,5700.0,191879.0
4482,Bebidas,71628.0,14,0.0,42.1,5.9,11850.0,1015769.0
4483,Galletas y Brownies,54153.0,4,0.0,44.7,13.1,22650.0,241809.0
4484,Panaderia Artesanal,78060.0,2,0.1,34.7,10.7,19050.0,157118.0
4485,Postres Individuales,23557.0,14,0.15,4.8,2.3,6450.0,287584.0
4486,Postres Individuales,14691.0,13,0.0,39.4,5.5,11250.0,205224.0
4487,Tortas Personalizadas,5487.0,11,0.0,40.0,0.8,4200.0,66005.0
4488,Tortas Personalizadas,45629.0,5,0.0,25.7,13.4,23100.0,252138.0
4489,Galletas y Brownies,84865.0,2,0.15,4.4,11.3,19950.0,161503.0
4490,Tortas Personalizadas,60597.0,4,0.0,22.2,6.8,13200.0,257446.0
4491,Galletas y Brownies,29672.0,14,0.0,10.7,11.5,20250.0,438146.0
4492,Bebidas,75149.0,12,0.0,20.7,14.0,24000.0,926773.0
4493,Galletas y Brownies,67538.0,2,0.0,33.0,4.6,9900.0,146372.0
4494,Tortas Personalizadas,6233.0,5,0.1,30.5,4.6,9900.0,39519.0
4495,Bebidas,70349.0,6,0.2,35.4,7.5,14250.0,352950.0
4496,Tortas Personalizadas,29042.0,11,0.0,22.2,10.8,19200.0,339870.0
4497,Galletas y Brownies,16974.0,1,0.0,23.7,14.9,25350.0,39893.0
4498,Panaderia Artesanal,23106.0,12,0.15,42.2,2.9,7350.0,246771.0
4499,Postres Individuales,42486.0,8,0.15,29.0,5.5,11250.0,301608.0
4500,Tortas Personalizadas,38989.0,2,0.0,34.0,5.8,11700.0,91056.0
4501,Galletas y Brownies,28111.0,14,0.0,30.4,11.0,19500.0,413598.0
4502,Bebidas,18777.0,5,0.2,29.4,13.4,23100.0,95299.0
4503,Tortas Personalizadas,65978.0,11,0.05,41.2,3.2,7800.0,693798.0
4504,Tortas Personalizadas,84209.0,8,0.15,17.0,10.8,19200.0,592576.0
4505,Postres Individuales,67223.0,5,0.0,20.1,13.7,23550.0,359603.0
4506,Galletas y Brownies,28675.0,3,0.05,18.0,2.3,6450.0,89310.0
4507,Panaderia Artesanal,24585.0,6,0.05,34.8,9.7,17550.0,157231.0
4508,Bebidas,22413.0,1,0.15,39.3,3.4,8100.0,26617.0
4509,Galletas y Brownies,15936.0,1,0.2,17.1,6.9,13350.0,25710.0
4510,Bebidas,49106.0,8,0.0,7.7,2.3,6450.0,398617.0
4511,Tortas Personalizadas,53432.0,7,0.05,23.0,10.4,18600.0,372335.0
4512,Postres Individuales,61440.0,10,0.0,44.3,6.3,12450.0,624980.0
4513,Postres Individuales,59417.0,10,0.1,10.4,8.7,16050.0,551534.0
4514,Panaderia Artesanal,28387.0,11,0.1,21.2,8.1,15150.0,297107.0
4515,Postres Individuales,31425.0,11,0.15,13.3,10.6,18900.0,308292.0
4516,Tortas Personalizadas,59521.0,3,0.0,41.6,13.5,23250.0,201503.0
4517,Panaderia Artesanal,32956.0,8,0.0,25.5,4.6,9900.0,273208.0
4518,Galletas y Brownies,22010.0,11,0.0,26.7,9.1,16650.0,259444.0
4519,Postres Individuales,34947.0,8,0.0,1.9,8.8,16200.0,296506.0
4520,Panaderia Artesanal,26767.0,14,0.0,29.9,5.1,10650.0,386425.0
4521,Tortas Personalizadas,12065.0,14,0.15,14.8,7.7,14550.0,157610.0
4522,Bebidas,71411.0,1,0.0,23.8,1.1,4650.0,75000.0
4523,Bebidas,73249.0,10,0.05,24.6,6.7,13050.0,706339.0
4524,Tortas Personalizadas,22580.0,7,0.15,27.3,4.4,9600.0,143785.0
4525,Tortas Personalizadas,10182.0,2,0.15,37.3,13.0,22500.0,37456.0
4526,Bebidas,64106.0,12,0.05,14.5,5.7,11550.0,741300.0
4527,Panaderia Artesanal,21922.0,2,0.0,12.6,3.3,7950.0,49706.0
4528,Bebidas,36475.0,2,0.0,36.1,8.2,15300.0,90284.0
4529,Tortas Personalizadas,10131.0,13,0.0,32.8,12.3,21450.0,151230.0
4530,Postres Individuales,23102.0,5,0.1,11.3,5.6,11400.0,114065.0
4531,Galletas y Brownies,68432.0,7,0.1,1.5,12.8,22200.0,454149.0
4532,Postres Individuales,69352.0,4,0.05,30.5,5.2,10800.0,276047.0
4533,Postres Individuales,21567.0,11,0.15,8.3,11.2,19800.0,220355.0
4534,Tortas Personalizadas,31873.0,12,0.1,43.1,2.2,6300.0,352812.0
4535,Bebidas,15739.0,4,0.2,27.8,1.4,5100.0,55036.0
4536,Panaderia Artesanal,10934.0,9,0.15,38.5,11.2,19800.0,105187.0
4537,Postres Individuales,84374.0,14,0.0,36.5,5.8,11700.0,1193001.0
4538,Bebidas,57448.0,10,0.0,25.8,6.2,12300.0,584803.0
4539,Panaderia Artesanal,48368.0,9,0.0,20.6,8.8,16200.0,450204.0
4540,Postres Individuales,66240.0,7,0.05,23.1,14.8,25200.0,465519.0
4541,Panaderia Artesanal,72206.0,14,0.05,36.4,3.0,7500.0,969417.0
4542,Bebidas,69537.0,10,0.0,29.4,4.8,10200.0,706392.0
4543,Galletas y Brownies,6323.0,4,0.15,10.4,9.9,17850.0,41245.0
4544,Bebidas,19945.0,8,0.0,28.0,10.7,19050.0,177558.0
4545,Tortas Personalizadas,57392.0,10,0.15,19.1,10.7,19050.0,504496.0
4546,Panaderia Artesanal,35061.0,3,0.0,4.2,9.1,16650.0,122735.0
4547,Galletas y Brownies,83599.0,3,0.0,18.1,9.0,16500.0,267969.0
4548,Panaderia Artesanal,58232.0,12,0.0,11.4,2.6,6900.0,705449.0
4549,Panaderia Artesanal,81524.0,7,0.0,38.0,12.6,21900.0,591809.0
4550,Postres Individuales,21116.0,13,0.0,6.1,0.6,3900.0,277788.0
4551,Tortas Personalizadas,74117.0,11,0.1,17.2,6.6,12900.0,745517.0
4552,Panaderia Artesanal,30708.0,12,0.0,31.8,3.6,8400.0,377408.0
4553,Bebidas,84165.0,9,0.1,40.5,2.0,6000.0,688689.0
4554,Bebidas,17615.0,13,0.0,16.1,5.1,10650.0,241601.0
4555,Postres Individuales,46307.0,11,0.0,27.9,10.0,18000.0,527389.0
4556,Tortas Personalizadas,68428.0,4,0.1,17.8,7.7,14550.0,261390.0
4557,Tortas Personalizadas,39611.0,4,0.0,10.3,13.2,22800.0,178761.0
4558,Bebidas,42447.0,1,0.05,15.7,9.2,16800.0,57287.0
4559,Galletas y Brownies,83908.0,1,0.0,29.2,4.2,9300.0,94122.0
4560,Postres Individuales,39025.0,13,0.0,32.7,8.0,15000.0,521116.0
4561,Postres Individuales,53326.0,14,0.0,17.6,3.8,8700.0,757386.0
4562,Bebidas,9363.0,3,0.05,8.1,3.1,7650.0,33130.0
4563,Bebidas,72377.0,12,0.0,7.6,14.3,24450.0,893364.0
4564,Galletas y Brownies,56853.0,13,0.05,36.8,7.3,13950.0,716350.0
4565,Galletas y Brownies,37322.0,7,0.15,29.9,9.9,17850.0,238606.0
4566,Tortas Personalizadas,6294.0,13,0.0,33.2,13.2,22800.0,104387.0
4567,Postres Individuales,52334.0,9,0.15,22.7,5.2,10800.0,411239.0
4568,Postres Individuales,6013.0,4,0.0,21.4,11.9,20850.0,45048.0
4569,Bebidas,5096.0,2,0.1,10.7,11.9,20850.0,27706.0
4570,Tortas Personalizadas,54288.0,6,0.1,8.8,12.4,21600.0,315282.0
4571,Postres Individuales,20121.0,6,0.0,8.2,3.2,7800.0,130020.0
4572,Tortas Personalizadas,20351.0,9,0.2,44.6,14.5,24750.0,172598.0
4573,Tortas Personalizadas,57262.0,4,0.0,37.2,4.5,9750.0,239934.0
4574,Bebidas,9296.0,8,0.0,28.7,11.8,20700.0,93596.0
4575,Tortas Personalizadas,30072.0,13,0.05,10.8,2.9,7350.0,379766.0
4576,Galletas y Brownies,16955.0,14,0.2,16.2,13.9,23850.0,211485.0
4577,Galletas y Brownies,51414.0,13,0.15,16.8,6.7,13050.0,580900.0
4578,Panaderia Artesanal,57941.0,3,0.0,22.3,10.2,18300.0,190427.0
4579,Bebidas,62691.0,2,0.05,19.9,12.8,22200.0,142781.0
4580,Panaderia Artesanal,25418.0,9,0.0,42.1,4.6,9900.0,238811.0
4581,Galletas y Brownies,12140.0,6,0.0,32.9,6.1,12150.0,82055.0
4582,Panaderia Artesanal,11295.0,11,0.05,5.0,5.0,10500.0,128018.0
4583,Bebidas,39092.0,8,0.0,17.2,4.6,9900.0,320471.0
4584,Bebidas,80668.0,11,0.0,7.3,7.9,14850.0,901360.0
4585,Tortas Personalizadas,22418.0,10,0.15,13.7,8.4,15600.0,205635.0
4586,Postres Individuales,25539.0,9,0.05,43.2,1.6,5400.0,224736.0
4587,Tortas Personalizadas,13071.0,1,0.1,32.2,10.3,18450.0,31566.0
4588,Bebidas,53446.0,13,0.0,1.8,6.6,12900.0,705563.0
4589,Galletas y Brownies,59390.0,1,0.2,15.8,13.4,23100.0,70169.0
4590,Galletas y Brownies,56434.0,11,0.0,20.6,13.3,22950.0,643129.0
4591,Tortas Personalizadas,73890.0,5,0.05,27.7,10.9,19350.0,368405.0
4592,Bebidas,43914.0,9,0.1,23.2,12.9,22350.0,377629.0
4593,Galletas y Brownies,15757.0,7,0.1,4.5,13.9,23850.0,124418.0
4594,Bebidas,28152.0,7,0.0,23.9,8.9,16350.0,211837.0
4595,Galletas y Brownies,57994.0,2,0.0,7.2,14.6,24900.0,142173.0
4596,Bebidas,54050.0,3,0.05,24.1,14.4,24600.0,176580.0
4597,Panaderia Artesanal,47480.0,4,0.0,12.2,2.1,6150.0,198441.0
4598,Bebidas,59637.0,2,0.05,7.8,8.1,15150.0,128411.0
4599,Bebidas,55991.0,10,0.0,14.0,2.2,6300.0,565076.0
4600,Tortas Personalizadas,75506.0,9,0.0,5.8,10.4,18600.0,699094.0
4601,Panaderia Artesanal,51881.0,5,0.0,13.9,11.6,20400.0,283523.0
4602,Postres Individuales,67288.0,13,0.0,39.2,13.3,22950.0,899723.0
4603,Tortas Personalizadas,24897.0,7,0.1,14.9,9.9,17850.0,174608.0
4604,Postres Individuales,59255.0,11,0.0,22.0,7.1,13650.0,667392.0
4605,Galletas y Brownies,77176.0,9,0.05,24.1,2.8,7200.0,670471.0
4606,Postres Individuales,35859.0,5,0.0,9.3,2.3,6450.0,185180.0
4607,Bebidas,67328.0,6,0.0,20.7,7.5,14250.0,418463.0
4608,Postres Individuales,62983.0,4,0.0,38.6,12.6,21900.0,272602.0
4609,Tortas Personalizadas,9762.0,14,0.0,5.0,11.4,20100.0,156188.0
4610,Tortas Personalizadas,51521.0,8,0.1,41.6,13.3,22950.0,393483.0
4611,Postres Individuales,15415.0,1,0.2,39.4,12.3,21450.0,33120.0
4612,Tortas Personalizadas,82386.0,1,0.15,38.7,3.5,8250.0,80044.0
4613,Tortas Personalizadas,69913.0,5,0.05,10.1,3.4,8100.0,337366.0
4614,Postres Individuales,13778.0,10,0.05,22.6,7.1,13650.0,144579.0
4615,Panaderia Artesanal,14740.0,9,0.15,28.3,3.3,7950.0,120624.0
4616,Panaderia Artesanal,52558.0,2,0.05,5.8,3.2,7800.0,106954.0
4617,Galletas y Brownies,32591.0,11,0.05,25.7,4.4,9600.0,351413.0
4618,Tortas Personalizadas,7792.0,3,0.05,38.0,0.8,4200.0,27605.0
4619,Postres Individuales,48331.0,8,0.1,42.2,8.8,16200.0,364253.0
4620,Tortas Personalizadas,36028.0,5,0.05,13.6,6.3,12450.0,184053.0
4621,Bebidas,13086.0,3,0.05,14.1,3.9,8850.0,46071.0
4622,Tortas Personalizadas,69154.0,6,0.1,13.3,2.4,6600.0,380966.0
4623,Tortas Personalizadas,78206.0,6,0.1,8.2,7.1,13650.0,438324.0
4624,Panaderia Artesanal,65528.0,14,0.0,20.2,9.2,16800.0,935791.0
4625,Postres Individuales,70794.0,5,0.1,35.6,14.6,24900.0,346828.0
4626,Tortas Personalizadas,22319.0,5,0.0,32.5,4.2,9300.0,122157.0
4627,Panaderia Artesanal,26086.0,6,0.15,40.7,0.9,4350.0,134634.0
4628,Galletas y Brownies,21682.0,2,0.0,17.0,11.2,19800.0,64129.0
4629,Panaderia Artesanal,66205.0,6,0.0,26.4,3.9,8850.0,404972.0
4630,Panaderia Artesanal,80833.0,2,0.1,34.8,7.5,14250.0,161717.0
4631,Panaderia Artesanal,62347.0,3,0.05,40.6,12.2,21300.0,198579.0
4632,Tortas Personalizadas,75517.0,2,0.0,39.4,1.0,4500.0,153546.0
4633,Tortas Personalizadas,56096.0,1,0.0,21.8,2.6,6900.0,63503.0
4634,Galletas y Brownies,36013.0,12,0.2,40.9,1.9,5850.0,351159.0
4635,Bebidas,39061.0,1,0.0,20.8,3.9,8850.0,48547.0
4636,Bebidas,11026.0,9,0.0,40.8,3.0,7500.0,107261.0
4637,Bebidas,7517.0,13,0.05,35.3,5.1,10650.0,104028.0
4638,Galletas y Brownies,60638.0,4,0.05,11.1,11.3,19950.0,250936.0
4639,Bebidas,40074.0,5,0.1,41.9,1.1,4650.0,186292.0
4640,Bebidas,49177.0,10,0.1,12.0,1.6,5400.0,448258.0
4641,Panaderia Artesanal,49613.0,14,0.15,41.0,8.7,16050.0,606259.0
4642,Tortas Personalizadas,27190.0,7,0.15,28.3,8.0,15000.0,176399.0
4643,Tortas Personalizadas,43071.0,2,0.1,30.5,7.4,14100.0,91093.0
4644,Panaderia Artesanal,42661.0,12,0.0,6.3,8.0,15000.0,526526.0
4645,Panaderia Artesanal,36074.0,11,0.0,4.4,11.3,19950.0,418055.0
4646,Panaderia Artesanal,70654.0,10,0.05,43.6,8.9,16350.0,689560.0
4647,Tortas Personalizadas,41093.0,9,0.05,16.2,7.1,13650.0,366190.0
4648,Bebidas,53292.0,12,0.0,38.2,1.7,5550.0,645519.0
